LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY_TYPE,HOUSE AGE,PARKING_SPACES,PARKING,BALCONY,GARDEN,DRAINAGE,DRINKING_WATER,EARTHQUAKE_RESISTANT,MODULAR_KITCHEN,LIVING_ROOM,DINING_ROOM,POWER_BACKUP,AMENITIES_COUNT
Other,10500000.0,1026.75,10.0,EAST,1.0,2.0,1.0,House,21.0,0,1,0,0,1,1,0,0,0,0,0,4
"Hattiban, Lalitpur",21100000.0,1369.0,13.0,SOUTH,2.0,3.0,3.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,14000000.0,1095.2,13.0,EAST,2.5,3.0,2.0,House,12.0,0,1,0,0,0,1,1,0,0,0,0,6
Other,27500000.0,1437.45,18.0,EAST,2.5,3.0,4.0,House,15.0,0,1,0,1,1,1,0,0,0,0,0,6
"Thaiba, Lalitpur",48500000.0,2053.5,20.0,NORTH-EAST,2.5,4.0,4.0,House,11.0,0,1,0,1,1,1,0,0,0,0,0,8
Other,130000000.0,5476.0,15.0,SOUTH-EAST,2.5,4.0,5.0,Bungalow,15.0,0,1,0,1,1,1,0,0,0,0,0,6
Other,38500000.0,2053.5,13.0,WEST,2.5,6.0,4.0,House,12.0,0,1,0,1,1,1,1,0,0,0,1,7
Other,18500000.0,1745.475,12.0,SOUTH,2.5,7.0,3.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,5
"Sitapaila, Kathmandu",70000000.0,2224.625,14.0,SOUTH,2.0,5.0,3.0,Bungalow,21.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,46000000.0,2053.5,18.0,NORTH,2.0,5.0,3.0,Bungalow,9.0,0,1,0,1,1,1,0,0,0,0,0,6
"Budhanilkantha, Kathmandu",115000000.0,2943.35,13.0,SOUTH,2.5,7.0,5.0,Bungalow,13.0,0,1,0,1,1,1,0,0,0,0,0,6
"Bhaisepati, Lalitpur",37500000.0,1369.0,16.0,NORTH-WEST,2.5,6.0,6.0,Bungalow,23.0,0,1,0,1,1,1,0,0,0,0,0,6
"Imadol, Lalitpur",24000000.0,1369.0,18.0,EAST,2.5,4.0,4.0,House,6.0,0,1,0,0,1,1,1,0,0,0,0,5
"Narayanthan, Kathmandu",80000000.0,3764.75,14.0,SOUTH-EAST,2.5,6.0,3.0,Bungalow,7.0,0,1,0,1,1,1,0,0,0,0,0,6
"Naxal, Kathmandu",135000000.0,5818.25,16.0,SOUTH,2.5,5.0,5.0,Bungalow,23.0,0,1,0,1,1,1,0,0,0,0,0,6
"Dhapasi, Kathmandu",33000000.0,2053.5,20.0,SOUTH,2.5,6.0,4.0,House,31.0,0,1,0,0,1,1,0,0,0,0,0,5
"Hepali Height, Kathmandu",33000000.0,1369.0,14.0,NORTH,2.5,6.0,4.0,Bungalow,29.0,0,1,0,0,1,1,0,0,0,0,0,5
"Sitapaila, Kathmandu",24000000.0,1437.45,16.0,NORTH,2.5,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,1,6
"Bafal, Kathmandu",46000000.0,1779.7,16.5,SOUTH,3.5,7.0,4.0,House,9.0,0,0,0,0,1,1,0,0,0,0,0,3
Other,17000000.0,752.95,12.0,NORTH-EAST,3.5,6.0,5.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,32500000.0,1369.0,20.0,WEST,2.5,4.0,5.0,House,23.0,0,1,0,1,1,1,0,0,0,0,0,7
Other,30000000.0,2053.5,12.0,SOUTH-EAST,2.5,,4.0,House,24.0,0,1,0,0,1,1,0,0,0,0,0,5
"Syuchatar, Kathmandu",29500000.0,1369.0,20.0,NORTH,3.5,7.0,4.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
"Hattiban, Lalitpur",26500000.0,1369.0,20.0,SOUTH-EAST,2.5,,4.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
"Mulpani, Kathmandu",22500000.0,1403.225,14.0,SOUTH-EAST,3.0,4.0,5.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,5
"Narayanthan, Kathmandu",45000000.0,2053.5,19.0,WEST,2.0,4.0,4.0,Bungalow,7.0,0,1,0,0,1,1,0,0,0,0,0,5
"Bhaisepati, Lalitpur",28500000.0,1369.0,19.0,SOUTH-EAST,2.5,4.0,4.0,House,25.0,0,1,0,1,1,0,0,0,0,0,0,5
"Bhaisepati, Lalitpur",25000000.0,1095.2,20.0,NORTH,2.5,4.0,4.0,House,23.0,0,1,0,1,1,0,0,0,0,0,0,6
"Budhanilkantha, Kathmandu",80000000.0,2224.625,15.0,NORTH,2.0,4.0,4.0,Bungalow,9.0,0,1,0,1,1,1,0,0,0,0,0,7
"Budhanilkantha, Kathmandu",47000000.0,2053.5,15.0,SOUTH-WEST,2.5,5.0,4.0,House,7.0,0,1,0,1,1,1,0,0,0,0,0,7
Other,27200000.000000004,1437.45,13.0,SOUTH-WEST,2.5,6.0,3.0,House,7.0,0,1,0,1,1,1,0,0,0,0,0,7
Other,35000000.0,1369.0,15.5,WEST,2.5,4.0,4.0,House,31.0,0,1,0,1,1,1,0,0,0,0,0,6
"Sukedhara, Kathmandu",40000000.0,2053.5,12.0,WEST,2.5,5.0,3.0,Bungalow,23.0,0,1,0,1,1,1,0,0,0,0,0,6
Other,62500000.0,1882.375,12.0,EAST,3.0,7.0,4.0,House,31.0,0,1,0,0,1,1,1,0,0,0,0,5
Other,26000000.0,1095.2,12.0,SOUTH,3.0,7.0,4.0,House,11.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,22500000.0,752.95,19.0,EAST,2.5,5.0,4.0,House,13.0,0,0,0,0,1,0,0,0,0,0,0,2
"Thankot, Kathmandu",16000000.0,1437.45,13.0,WEST,2.5,4.0,4.0,House,13.0,0,1,0,0,1,1,1,0,0,0,0,5
Other,16500000.0,1060.9750000000001,13.0,WEST,2.5,4.0,4.0,House,24.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",17000000.0,752.95,13.0,EAST,2.5,3.0,3.0,House,23.0,0,1,0,0,1,1,1,0,0,0,0,5
"Golfutar, Kathmandu",40000000.0,1779.7,13.0,SOUTH,3.0,5.0,5.0,Bungalow,13.0,0,1,0,0,1,1,0,0,0,0,0,5
"Gwarko, Lalitpur",19500000.0,1369.0,15.0,NORTH-WEST,2.0,5.0,3.0,House,6.0,0,1,0,0,1,1,1,1,0,0,0,10
"Golfutar, Kathmandu",37000000.0,1369.0,20.0,SOUTH-EAST,2.5,5.0,4.0,House,8.0,0,1,0,1,1,1,0,0,0,0,0,7
"Thankot, Kathmandu",15000000.0,1026.75,13.0,EAST,2.5,4.0,4.0,House,18.0,0,1,0,0,1,1,1,0,0,0,0,7
"Dhapasi, Kathmandu",28500000.0,1369.0,13.0,NORTH,2.5,5.0,4.0,House,15.0,0,1,0,0,1,0,0,0,0,0,1,5
"Imadol, Lalitpur",19000000.0,1095.2,13.0,NORTH,2.5,4.0,4.0,House,7.0,0,1,0,0,1,0,0,0,0,0,0,4
"Dhapasi, Kathmandu",32000000.0,1711.25,13.0,EAST,2.5,3.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,5
"Rudreshwor, Kathmandu",42000000.0,2464.2000000000003,14.0,SOUTH,2.5,5.0,5.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,5
"Narayanthan, Kathmandu",47500000.0,2053.5,18.0,SOUTH,2.5,5.0,6.0,House,9.0,0,1,0,0,1,0,0,0,0,0,0,4
"Deuwa Chowk, Kathmandu",32500000.0,1403.225,14.0,SOUTH-WEST,2.5,5.0,5.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Pepsicola, Kathmandu",33000000.0,1129.425,20.0,SOUTH-EAST,2.5,4.0,3.0,House,7.0,0,1,0,0,1,1,1,1,0,0,0,8
"Baluwatar, Kathmandu",55000000.0,1711.25,13.0,SOUTH-EAST,2.5,4.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
"Rudreshwor, Kathmandu",37500000.0,1711.25,18.0,NORTH-WEST,2.5,7.0,3.0,Bungalow,13.0,0,1,0,0,1,1,0,1,0,0,0,7
"Bhaisepati, Lalitpur",38000000.0,1369.0,20.0,NORTH,2.5,4.0,4.0,House,8.0,0,1,0,1,1,1,1,0,0,0,0,8
Other,7500000.0,1026.75,10.0,NORTH,1.0,2.0,1.0,House,21.0,0,1,0,0,1,0,0,0,0,0,0,3
"Gothatar, Kathmandu",18500000.0,1026.75,14.0,SOUTH,3.0,,4.0,House,21.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bhaisepati, Lalitpur",24500000.0,1095.2,20.0,EAST,2.5,4.0,5.0,House,18.0,0,1,0,1,1,1,0,0,0,0,0,6
"Golfutar, Kathmandu",27000000.0,1369.0,13.0,SOUTH-EAST,2.5,5.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,35000000.0,2464.2000000000003,13.0,EAST,2.5,3.0,2.0,House,7.0,0,1,0,1,0,0,1,1,0,1,1,11
"Imadol, Lalitpur",18500000.0,1026.75,14.0,EAST,2.5,4.0,4.0,House,13.0,0,1,0,1,1,1,1,0,0,0,0,7
"Nakkhu, Lalitpur",26500000.0,1095.2,20.0,NORTH,2.5,4.0,5.0,House,20.0,0,1,0,1,1,1,1,0,0,0,0,7
"Imadol, Lalitpur",16000000.0,1026.75,13.0,NORTH,2.5,7.0,4.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,6
"Hattigaunda, Kathmandu",23000000.0,1026.75,13.0,EAST,2.5,4.0,4.0,Bungalow,6.0,0,1,0,0,1,1,1,1,0,0,0,8
"Kusunti, Lalitpur",26500000.0,1026.75,15.0,EAST,2.5,4.0,3.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,26500000.0,1779.7,13.0,SOUTH-EAST,3.5,7.0,3.0,House,6.0,0,1,0,1,1,1,0,0,0,0,0,5
Other,27500000.0,1369.0,20.0,WEST,2.5,4.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,1,5
"Imadol, Lalitpur",19000000.0,1026.75,13.0,EAST,2.5,4.0,3.0,House,18.0,0,1,0,1,1,0,0,0,0,0,0,5
Other,39000000.0,1026.75,30.0,SOUTH,3.5,10.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bafal, Kathmandu",25500000.0,1437.45,13.0,EAST,2.5,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,28000000.0,1095.2,12.0,SOUTH,2.5,5.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,5
"Thankot, Kathmandu",10500000.0,1026.75,5.0,WEST,2.5,7.0,4.0,House,7.0,0,0,0,0,1,1,0,0,0,0,0,2
"Thankot, Kathmandu",11500000.0,1026.75,13.0,NORTH,1.0,3.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,18500000.0,752.95,11.5,WEST,2.5,4.0,4.0,House,7.0,0,1,0,0,1,0,0,0,0,0,0,4
"Kalanki, Kathmandu",42500000.0,2738.0,14.0,EAST,3.0,5.0,3.0,House,8.0,0,1,0,1,1,1,0,0,0,0,0,5
"Bafal, Kathmandu",30000000.0,1369.0,14.0,WEST,2.5,6.0,4.0,Bungalow,21.0,0,1,0,0,1,0,0,1,0,0,0,6
"Banasthali, Kathmandu",30000000.0,1369.0,32.0,EAST,3.0,5.0,4.0,House,21.0,0,0,0,0,1,0,0,0,0,0,0,2
Other,15500000.0,1369.0,20.0,NORTH,2.0,4.0,2.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,17500000.0,1711.25,20.0,NORTH,2.0,4.0,2.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,41000000.0,1437.45,20.0,EAST,3.5,7.0,7.0,House,18.0,0,1,0,0,1,1,1,1,0,0,1,8
"Hattiban, Lalitpur",21500000.0,1369.0,13.0,NORTH,2.5,6.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
"Hattiban, Lalitpur",21000000.0,1369.0,13.0,NORTH,2.5,5.0,4.0,House,6.0,0,1,0,0,0,1,0,0,0,0,0,3
"Bhaisepati, Lalitpur",35000000.0,1711.25,15.0,NORTH,2.5,4.0,5.0,House,15.0,0,1,0,1,1,1,0,0,0,0,0,6
Other,25000000.0,1437.45,10.0,SOUTH,1.0,2.0,1.0,House,10.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,13000000.0,1095.2,13.0,EAST,1.0,2.0,1.0,House,14.0,0,1,0,0,1,1,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",41500000.0,1745.475,13.0,NORTH-WEST,2.5,6.0,6.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Mandikhatar, Kathmandu",70000000.0,4449.25,18.0,NORTH,2.5,4.0,4.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,5
Other,26000000.0,1369.0,26.0,NORTH,2.5,4.0,3.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,28000000.0,1369.0,26.0,EAST,2.5,6.0,3.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,19000000.0,1026.75,15.0,NORTH,2.5,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Deuwa Chowk, Kathmandu",36000000.0,2053.5,14.0,EAST,2.5,6.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Hattigaunda, Kathmandu",34500000.0,1711.25,14.0,EAST,2.5,4.0,5.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,4
"Gwarko, Lalitpur",30000000.0,1437.45,13.0,SOUTH,2.5,5.0,4.0,House,6.0,0,1,0,0,1,0,1,0,0,0,1,6
"Dhapasi, Kathmandu",50000000.0,3798.975,15.0,EAST,2.5,7.0,5.0,House,9.0,0,1,0,1,1,1,0,0,0,0,0,6
"Hattigaunda, Kathmandu",31000000.0,1026.75,13.0,NORTH-WEST,3.5,5.0,5.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,6
"Narayanthan, Kathmandu",67500000.0,4107.0,19.0,NORTH,2.5,4.0,4.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,6
"Kalanki, Kathmandu",29000000.0,1403.225,10.0,SOUTH,2.5,5.0,4.0,House,8.0,0,1,0,1,1,1,1,1,0,0,1,10
Other,28000000.0,1471.675,15.0,SOUTH,2.5,5.0,5.0,House,9.0,0,1,0,0,1,1,1,0,0,0,0,6
"Budhanilkantha, Kathmandu",55000000.0,3080.25,14.0,NORTH-WEST,2.5,4.0,4.0,House,7.0,0,1,0,1,1,1,0,0,0,0,0,5
"Hattigaunda, Kathmandu",32500000.0,1745.475,15.0,NORTH,2.5,6.0,4.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,39500000.0,2395.75,13.0,NORTH,2.5,7.0,5.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Golfutar, Kathmandu",35000000.0,1369.0,17.0,EAST,2.5,5.0,5.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,26000000.0,1026.75,13.0,EAST,2.5,4.0,4.0,House,21.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,9800000.0,1026.75,13.0,NORTH,1.0,2.0,1.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,4
"Hepali Height, Kathmandu",22500000.0,1369.0,13.0,SOUTH,2.5,3.0,2.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,4
"Nakkhu, Lalitpur",28000000.0,1369.0,20.0,EAST,2.5,4.0,5.0,Bungalow,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",18500000.0,1026.75,14.0,EAST,2.5,4.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
"Sitapaila, Kathmandu",25000000.0,1403.225,13.0,UNKNOWN,2.5,4.0,4.0,House,21.0,0,1,0,0,1,0,0,0,0,0,0,3
"Kapan, Kathmandu",36000000.0,2395.75,13.0,SOUTH,2.5,6.0,4.0,House,15.0,0,1,0,1,1,1,1,1,0,0,1,11
"Mulpani, Kathmandu",12500000.0,855.625,10.0,SOUTH-EAST,2.5,4.0,3.0,House,6.0,0,1,0,0,1,0,1,0,0,0,0,5
Other,25000000.0,1369.0,26.0,EAST,2.5,3.0,4.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,4
"Gothatar, Kathmandu",23000000.0,1060.9750000000001,13.0,WEST,2.5,6.0,4.0,House,8.0,0,1,0,0,1,0,0,0,0,0,0,3
Other,18000000.0,1060.9750000000001,13.0,EAST,2.5,5.0,3.0,House,8.0,0,1,0,0,1,1,0,0,0,0,1,6
"Kalanki, Kathmandu",21800000.0,1369.0,14.0,NORTH,3.5,7.0,4.0,House,19.0,0,1,0,0,1,1,1,0,0,0,0,6
"Bhaisepati, Lalitpur",25000000.0,1369.0,13.0,EAST,2.5,6.0,4.0,House,18.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,21500000.0,1369.0,16.0,WEST,2.5,5.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,18000000.0,1026.75,10.0,SOUTH,2.5,5.0,2.0,House,27.0,0,0,0,1,0,1,1,0,0,0,1,9
Other,24000000.0,1026.75,13.0,WEST,4.0,7.0,4.0,House,17.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,24000000.0,1095.2,16.0,WEST,2.0,5.0,2.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
"Dhapakhel, Lalitpur",14500000.0,752.95,20.0,EAST,2.5,3.0,3.0,House,17.0,0,1,0,0,1,1,0,0,0,0,0,4
"Hattigaunda, Kathmandu",31500000.0,1779.7,16.0,NORTH,2.5,5.0,5.0,Bungalow,12.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,54000000.0,1779.7,20.0,EAST,3.0,4.0,5.0,Bungalow,6.0,0,1,0,0,1,1,0,0,0,0,0,4
"Kapan, Kathmandu",21000000.0,1369.0,14.0,EAST,2.5,6.0,4.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,17000000.0,1026.75,15.0,WEST,2.5,,4.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,29000000.0,1711.25,15.0,EAST,3.0,4.0,5.0,Bungalow,10.0,0,1,0,1,0,1,0,0,0,1,0,9
"Budhanilkantha, Kathmandu",58000000.0,4107.0,12.0,UNKNOWN,2.5,5.0,4.0,House,16.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,27000000.0,1369.0,13.0,NORTH,2.5,5.0,4.0,House,18.0,0,0,0,0,1,1,0,0,0,0,0,3
"Budhanilkantha, Kathmandu",57500000.0,2395.75,20.0,SOUTH,2.5,4.0,5.0,Villa,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Hepali Height, Kathmandu",27000000.0,1369.0,15.0,EAST,2.5,5.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",44500000.0,1711.25,15.0,WEST,2.5,6.0,4.0,House,7.0,0,1,0,1,1,1,0,0,0,0,0,6
"Bansbari, Kathmandu",45000000.0,2738.0,20.0,EAST,2.5,6.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,15500000.0,1369.0,10.0,NORTH,1.5,3.0,2.0,House,27.0,0,1,0,0,1,1,0,0,0,0,0,4
"Goldhunga, Kathmandu",18500000.0,1369.0,26.0,EAST,2.0,4.0,4.0,House,18.0,0,1,0,0,0,1,0,0,0,0,0,3
"Thankot, Kathmandu",30000000.0,1369.0,13.0,EAST,3.5,5.0,5.0,House,17.0,0,1,0,0,1,1,0,0,0,0,0,4
"Nakhipot, Lalitpur",25000000.0,1437.45,20.0,NORTH,2.5,5.0,3.0,House,6.0,0,1,0,0,1,1,0,1,0,0,0,5
"Imadol, Lalitpur",32500000.0,1745.475,13.0,EAST,2.5,6.0,5.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,35000000.0,2053.5,15.0,SOUTH,3.5,4.0,4.0,House,10.0,0,1,0,0,1,1,0,0,0,0,0,4
"Narayanthan, Kathmandu",67500000.0,4107.0,15.0,EAST,2.5,4.0,4.0,House,18.0,0,1,0,1,1,1,0,0,0,0,0,5
"Syuchatar, Kathmandu",24500000.0,1369.0,13.0,EAST,2.5,4.0,4.0,House,17.0,0,1,0,0,1,1,0,0,0,0,0,4
"Syuchatar, Kathmandu",22000000.0,1129.425,13.0,NORTH,3.5,5.0,4.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,55500000.0,1369.0,15.0,SOUTH,4.5,6.0,5.0,House,17.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,90000000.0,2395.75,16.0,NORTH,3.0,4.0,4.0,Bungalow,18.0,0,1,0,1,1,0,0,0,0,0,0,4
Other,27000000.0,1369.0,13.0,NORTH,2.5,5.0,4.0,Bungalow,10.0,0,1,0,0,0,0,0,0,0,0,0,2
"Bansbari, Kathmandu",38000000.0,1095.2,18.0,EAST,2.5,6.0,4.0,Bungalow,8.0,0,1,0,1,1,0,0,0,0,0,0,4
Other,24500000.0,1026.75,16.0,UNKNOWN,3.0,5.0,5.0,House,17.0,0,1,0,0,1,0,0,0,0,0,0,3
"Banasthali, Kathmandu",20000000.0,1095.2,8.0,NORTH,2.5,5.0,3.0,House,13.0,0,0,0,0,1,1,1,0,0,0,1,10
"Tikathali, Lalitpur",16000000.0,1026.75,13.0,WEST,2.5,5.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thankot, Kathmandu",32500000.0,1711.25,16.0,EAST,2.5,4.0,4.0,House,21.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thankot, Kathmandu",16000000.0,1369.0,16.0,SOUTH,2.5,6.0,4.0,House,13.0,0,1,0,0,1,0,0,0,0,0,0,3
"Thankot, Kathmandu",16000000.0,1060.9750000000001,13.0,WEST,2.5,5.0,2.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,70000000.0,3080.25,12.0,SOUTH,4.0,9.0,5.0,House,14.0,0,0,0,0,1,0,0,0,0,0,0,2
Other,29500000.0,1129.425,13.0,EAST,3.0,7.0,3.0,House,17.0,0,1,0,0,0,1,0,1,0,1,1,11
"Kalanki, Kathmandu",22000000.0,1369.0,14.0,EAST,2.0,5.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bafal, Kathmandu",31000000.0,1129.425,15.0,NORTH-EAST,2.5,5.0,3.0,House,7.0,0,1,0,1,0,1,0,0,0,0,0,4
"Lubhu, Lalitpur",18500000.0,1711.25,13.0,SOUTH,2.5,4.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,22500000.0,1403.225,22.0,SOUTH-EAST,2.5,6.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,35000000.0,2121.9500000000003,10.0,WEST,3.0,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,29000000.0,1369.0,13.0,WEST,3.0,6.0,5.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,19000000.0,1369.0,15.0,EAST,2.0,5.0,4.0,House,6.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bhaisepati, Lalitpur",22000000.0,1403.225,20.0,NORTH,2.5,3.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bhaisepati, Lalitpur",21000000.0,1026.75,12.0,NORTH-EAST,2.5,5.0,5.0,House,17.0,0,1,0,0,1,1,0,0,0,0,0,4
"Sitapaila, Kathmandu",34500000.0,1437.45,15.0,SOUTH,2.5,4.0,3.0,House,7.0,0,1,0,1,1,1,0,0,0,0,0,5
"Bhangal, Kathmandu",35000000.0,1711.25,14.0,SOUTH-EAST,2.5,3.0,4.0,Bungalow,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,33000000.0,1369.0,10.0,WEST,3.5,7.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Jarankhu, Kathmandu",7800000.0,1060.9750000000001,10.0,WEST,1.0,,4.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
"Jarankhu, Kathmandu",12000000.0,1026.75,10.0,EAST,1.0,2.0,1.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
"Mulpani, Kathmandu",12000000.0,1026.75,10.0,NORTH,2.0,2.0,1.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
"Setipakha, Lalitpur",21000000.0,1711.25,16.0,EAST,3.0,5.0,3.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
"Rudreshwor, Kathmandu",10500000.0,752.95,10.0,WEST,2.5,5.0,3.0,House,18.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",18500000.0,1026.75,12.0,NORTH,2.5,4.0,4.0,House,23.0,0,1,0,0,0,0,0,0,0,0,0,2
"Imadol, Lalitpur",16500000.0,1026.75,13.0,SOUTH,2.5,6.0,4.0,House,18.0,0,1,0,0,0,0,0,0,0,0,0,2
"Imadol, Lalitpur",25000000.0,1095.2,15.0,SOUTH,2.5,5.0,5.0,House,10.0,0,1,0,0,0,0,0,0,0,0,0,2
"Imadol, Lalitpur",22000000.0,1095.2,13.0,SOUTH,2.5,4.0,4.0,House,12.0,0,1,0,0,0,0,0,0,0,0,0,2
"Imadol, Lalitpur",21500000.0,1060.9750000000001,13.0,EAST,2.5,5.0,4.0,House,8.0,0,1,0,0,0,0,0,0,0,0,0,2
"Imadol, Lalitpur",24500000.0,1437.45,13.0,SOUTH,2.5,4.0,4.0,House,23.0,0,1,0,0,0,0,0,0,0,0,0,2
"Syuchatar, Kathmandu",20700000.0,1095.2,12.0,WEST,2.5,5.0,5.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
"Syuchatar, Kathmandu",22000000.0,1095.2,14.0,WEST,2.5,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Jarankhu, Kathmandu",268000.0,752.95,13.0,NORTH-EAST,2.5,4.0,4.0,House,23.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,15500000.0,1060.9750000000001,12.0,SOUTH,2.5,4.0,3.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thankot, Kathmandu",11500000.0,1060.9750000000001,13.0,SOUTH-EAST,1.0,3.0,1.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Tikathali, Lalitpur",9850000.0,752.95,16.0,WEST,1.0,,4.0,House,8.0,0,1,0,0,1,0,0,0,0,0,0,3
"Imadol, Lalitpur",21500000.0,1060.9750000000001,13.0,SOUTH,2.5,4.0,3.0,House,7.0,0,1,0,0,1,0,0,0,0,0,0,3
"Imadol, Lalitpur",17500000.0,1026.75,13.0,EAST,2.5,5.0,5.0,House,7.0,0,1,0,0,1,0,0,0,0,0,0,3
"Imadol, Lalitpur",18500000.0,1026.75,12.0,NORTH,2.5,5.0,3.0,House,23.0,0,1,0,0,0,0,0,0,0,0,1,5
"Imadol, Lalitpur",19800000.0,1060.9750000000001,13.0,EAST,2.5,5.0,4.0,House,9.0,0,1,0,0,0,0,0,0,0,0,1,6
Other,17500000.0,1129.425,13.0,SOUTH,2.0,5.0,2.0,House,6.0,0,0,0,0,0,0,0,0,0,0,1,2
"Dhapasi, Kathmandu",32500000.0,1711.25,13.0,SOUTH,2.0,5.0,2.0,Bungalow,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,42500000.0,1369.0,13.0,NORTH,2.5,4.0,4.0,Bungalow,7.0,0,1,0,0,1,1,0,0,0,0,0,4
